,c5_id,c119_input,input,corefs
2215,19950619018959I,DEPARTED HYA TO REPOSITION TO ACK. DOOR LIGHT CAME ON. TRIED CLOSE CREW DOOR. DOOR DEPARTED. RETURNED. CUT HIS ARM.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁took', '▁off', '▁with', '▁right', '▁generator', '▁in', 'operative', '.', '▁left', '▁generator', '▁failed', '▁in', '▁flight', '.', '▁pilot', '▁', 'landed', '▁gear', '▁up', '.', '</s>']","[[[14, 15], [17, 17]]]"
2216,19950628021709I,TRANSMISSION ACCESS DOOR SEPARATED HIT MAIN ROTOR. LANDED OK. MECHANIC HAD FAILED TO LATCH DOOR AFTER MAINTENANCE. ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁electric', '▁power', '▁loss', '▁when', '▁gear', '▁was', '▁extended', '.', '▁gear', '▁collapse', 'd', '▁on', '▁landing', '▁roll', '.', '▁pilot', '▁failed', '▁to', '▁use', '▁emergency', '▁extension', '</s>']","[[[0, 2], [15, 15]]]"
2217,19990922032209I,(-23) NOSE GEAR FAILED TO RETRACT AFTER TAKE OFF. EMERGENCY EQUIPMENT WAS NOTIFIED BUT NOT ON STANDBY.  THE BOEING ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁runway', '▁not', '▁', 'lighted', '.', '▁snow', '▁and', '▁', 'ice', '▁covered', '.', '▁pilot', '▁mis', 'jud', 'ged', '▁intersection', ',', '▁turned', '▁too', '▁soon', '.', '</s>']",[]
2218,19990923027739A,"(.19) ON SEPTEMBER 23, 1999, AT 1900 HOURS PACIFIC DAYLIGHT TIME, A HOMEBUILT CIERNIA GLASAIR III, N153JC, EXPERIEN","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁ab', 'or', 'ted', '▁take', 'off', '▁when', '▁access', '▁door', '▁light', '▁came', '▁on', '.', '▁tax', 'ied', '▁back', '▁into', '▁position', '▁and', '▁', 'departed', '.', '</s>']",[]
2219,19990928027529I,(-23) OPERATOR EXPERIENCED LOW OIL PRESSURE INDICATION ON CLIMB. OPERATOR RETURNED TO AIRPORT AND MADE A NORMAL LAN,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁dust', '▁cover', '▁plate', '▁not', '▁removed', '▁before', '▁flight', '.', '▁engine', '▁over', 'he', 'ated', '.', '▁struck', '▁log', '▁in', '▁tall', '▁grass', '▁during', '▁landing', '.', '</s>']","[[[3, 3], [12, 12]]]"
2220,19990930042579I,(-23)THE PILOT LINED UP FOR TAKE OFF ON RUNWAY 31C ON THE RIGHT HAND RUNWAY SHOULDER MARKING LINE INSTEAD OF THE CE,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁failed', '▁from', '▁fuel', '▁star', 'v', 'ation', '.', '▁fuel', '▁cap', '▁found', '▁improper', 'ly', '▁secured', '.', '▁crash', '▁occurred', '▁during', '▁emergency', '▁landing', '.', '</s>']",[]
2221,19950713018299A,SLOW SPEED ON TAKEOFF. BEGAN DUMPING LOAD. ROTATED END RUNWAY. SETTLED HIT DITCH. NOSED OVER. FAILED CHECK GROSS WT,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁aircraft', '▁lost', '▁brake', '▁while', '▁making', '▁left', '▁turn', '.', '▁on', '▁application', '▁of', '▁right', '▁brake', ',', '▁aircraft', '▁left', '▁runway', '▁and', '▁struck', '▁trees', '.', '</s>']",[]
2222,19950722024569A,DURING RUNUP AT END RUNWAY. PASSENGER EXITED ON HIS OWN TO WIPE DEW OFF WINDSHIELD. BACKED INTO PROPELLER. (-23) TH,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁ab', 'or', 'ted', '▁take', 'off', '▁due', '▁to', '▁take', 'off', '▁warning', '▁', 'horn', '.', '▁speed', '▁brake', '▁lever', '▁not', '▁', 'seated', '▁properly', '.', '</s>']","[[[6, 6], [9, 9]]]"
2223,19950728031169I,LOST NR4 ENGINE COWL ON TAKEOFF. INDICATES MAINTENANCE FAILED TO FASTEN COWLING.                                   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁rear', '▁cargo', '▁door', '▁came', '▁open', '▁at', '▁', 'v', '1', ',', '▁flight', '▁returned', '.', '▁reason', '▁for', '▁door', '▁opening', '▁is', '▁under', '▁investigation', '.', '</s>']","[[[1, 3], [12, 12]]]"
2224,19950805022089A,LOST POWER DESCENDING TO SPRAY. DUMPED LOAD. HIT STUMP LANDING. NOSED OVER. FUEL UNIT HAD KNOWN PRIOR LOW PRESSURE.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'landed', '▁short', '▁of', '▁runway', '▁after', '▁engines', '▁quit', '.', '▁cause', '▁was', '▁fuel', '▁exhaust', 'i', 'on', ',', '▁gauge', 's', '▁were', '▁inaccurate', '.', '</s>']",[]
2225,19950815028499A,HIGH OIL TEMP. LOUD POP. AUTOROTATED. ROCKED LANDING. CHOPPED TAIL. SHOP RAG WRAPPED ON TAIL SHAFT. BLOCKED COOLER.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁aircraft', '▁touched', '▁down', '▁on', '▁concrete', '▁part', '▁of', '▁drainage', '▁area', '▁on', '▁new', '▁airport', '.', '▁damaged', '▁gear', '▁propel', 'ler', '▁and', '▁', 'wing', '.', '</s>']",[]
2226,19950821032519A,DISTRACTED AND FORGOT TO RAISE GEAR ON AMPHIBIOUS FLOATS FOR WATER LANDING. FLIPPED OVER. (-23) PILOT FORGOT TO RET,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁first', '▁flight', '▁of', '▁aircraft', '▁result', 'e', 'd', '▁in', '▁crash', '.', '▁aircraft', '▁had', '▁experienced', '▁tail', '▁', 'f', 'lutter', '▁during', '▁previous', '▁tests', '.', '</s>']",[]
2227,19950823036769I,POSITIONING FLIGHT LOST CABIN DOOR OFF AIRCRAFT. CABIN CREWMAN APPARENTLY FAILED LATCH DOOR. WARNING LIGHT INOP.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁tried', '▁to', '▁release', '▁', 's', 'ling', '▁load', '▁with', '▁electrical', '▁switch', '▁which', '▁failed', '.', '▁pilot', '▁failed', '▁to', '▁use', '▁mechanical', '▁release', '.', '</s>']","[[[3, 4], [12, 13]]]"
2228,19950917029859A,STALLED ON PULLUP FROM ABORTED LANDING ON DIRT STRIP. FULL NOSE UP TRIM. RISING TERRAIN OFF END OF STRIP.          ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁', 'unable', '▁to', '▁retract', '▁nose', '▁gear', '.', '▁returned', '▁and', '▁made', '▁an', '▁overweight', '▁landing', '.', '▁nose', '▁gear', '▁safety', '▁pin', '▁not', '▁removed', '.', '</s>']","[[[7, 8], [20, 20]]]"
2229,19950921032619A,HOPPER FIRE INFLIGHT. PILOT LANDED ON ROAD BETWEEN TREES. SULPHUR DUST A FACTOR. NON COMPLIANCE WITH ADS ON SUBJECT,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁continued', '▁flight', '▁into', '▁', 'ic', 'ing', '▁conditions', '.', '▁aircraft', '▁heavy', '▁with', '▁', 'ice', '▁during', '▁landing', '▁and', '▁gear', '▁collapse', 'd', '.', '</s>']",[]
2230,19950922029919A,CRUISE 800FT OVER OCEAN. TAIL ROTOR GEAR BOX SEPARATED. REMOVED MAINTENANCE PRIO. GEAR BOX LOOSE. PITCHED. ROLLED. ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁seat', '▁was', '▁not', '▁properly', '▁secured', '▁and', '▁', 's', 'lid', '▁full', '▁', 'a', 'f', 't', '▁during', '▁take', 'off', '▁', 'causing', '▁crash', '.', '</s>']","[[[5, 8], [15, 16]]]"
2231,19950926033959I,SMOKE IN AIRCRAFT ON CLIMBOUT. OXYGEN MASKS DEPLOYED. RETURNED. EVACUATED. SMOKE FROM ENGINE WASH. SLIDES SAFTIED. ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁forward', '▁cargo', '▁door', '▁opened', '▁on', '▁take', 'off', '.', '▁baggage', '▁hit', '▁prop', '.', '▁', 'landed', '▁safely', '.', '▁door', '▁not', '▁properly', '▁secured', '.', '</s>']",[]
2232,19951003035309I,"NARRATIVE: NORMAL TWO PILOT OPERATION BUT BECAUSE THIS WAS A MAINTENANCE RUN TO DAYTON, ONLY ONE PILOT PERFORMED PR","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁noticed', '▁bright', '▁glow', '▁from', '▁engine', '.', '▁believed', '▁on', '▁fire', '.', '▁secured', '▁and', '▁', 'landed', '.', '▁oil', '▁cap', '▁not', '▁secured', '.', '</s>']",[]
2233,19951026034669A,FUELED PRIOR DEPARTURE. FUEL VENTED. RETURNED. FAILED COMPLETE CHECK LIST. LANDED GEAR UP. FOUND FUEL CAP ON RUNWAY,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁experienced', '▁an', '▁unwanted', '▁opening', '▁of', '▁the', '▁main', '▁cargo', '▁door', '.', '▁door', '▁was', '▁not', '▁locked', '▁properly', '.', '▁warning', '▁system', '▁defect', '.', '</s>']",[]
2234,19951120042049I,"NARRATIVE: ON MONDAY, NOVEMBER 20, 1995, AT APPROXIMATELY 1400 EST, STUDENT PILOT PAUL HOSEFROS INITIATED A TAKEOFF","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁long', '▁ground', '▁run', '.', '▁jet', '▁wash', '▁damaged', '▁approach', '▁lights', '▁at', '▁runway', '▁departure', '▁end', '.', '▁engine', '▁anti', '▁', 'ice', '▁not', '▁used', '.', '</s>']",[]
2235,19951127042919I,"NARRATIVE: THE PILOT, DAVID EDWARD SHIPLEY, PILOT IN COMMAND, STATED THAT WHILE PERFORMING AN EXTERNAL LOAD LIFT OF","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁crash', '▁occurred', '▁during', '▁emergency', '▁landing', '▁on', '▁airport', '▁after', '▁loss', '▁of', '▁oil', '▁pressure', '▁on', '▁left', '▁engine', '.', '▁oil', '▁low', '▁in', '▁left', '▁engine', '</s>']",[]
2236,19951222046199I,"NARRATIVE: ON DECEMBER 22, 1995, A NORTHERN AIR CARGO, INC., DOUGLAS DC-6 AIRCRAFT N1027N, FLIGHT NO. 60, DEPARTED ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁aircraft', '▁', 'landed', '▁hard', '▁after', '▁flight', '▁through', '▁', 'ic', 'ing', '▁conditions', '.', '▁de', 'ice', '▁equipment', '▁worked', '▁when', '▁tested', '▁after', '▁crash', '.', '</s>']",[]
2237,19951230043569A,CRASHED INTO TREES ON TAKEOFF. HAD TAXIED CARB HEAT ON. UNFILTERED AIR OPEN TO DIRT AND ICE ON FILTER REDUCED POWER,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁during', '▁climbing', '▁turn', '▁to', '▁down', 'wind', '▁canopy', '▁came', '▁open', '.', '▁both', '▁hands', '▁seen', '▁trying', '▁to', '▁close', '▁canopy', '.', '▁spun', '▁in', '.', '</s>']",[]
2238,19960127013499I,"NARRATIVE: ON JANUARY 27, 1996, HORIZON AIR WAS ATTEMPTING TO REPOSITION N26952, AN SA-227 AS FLIGHT 3059, BACK TO ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁ran', '▁out', '▁of', '▁fuel', '▁near', '▁destination', '.', '▁', 'departed', '▁with', '▁minimum', '▁fuel', '▁and', '▁failed', '▁to', '▁close', '▁strain', 'er', '▁drain', '▁fully', '.', '</s>']",[]
2239,19960130003319I,NARRATIVE: DOWNWIND FOR LANDING RUNWAY 29 AT WINONA NOSE GEAR WOULD NOT EXTEND. NOSE GEAR UP LANDING WAS MADE. NOSE,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁lost', '▁right', '▁engine', '▁compartment', '▁door', '▁in', '▁flight', '.', '▁struck', '▁tail', '▁', 'rot', 'or', '.', '▁latch', '▁may', '▁not', '▁have', '▁been', '▁secured', '.', '</s>']","[[[9, 10], [15, 16]]]"
2240,19960220045979A,"(.4)THE AIRCRAFT WAS PUSHED BACK FROM THE GATE, AND BOTH ENGINES WERE STARTED. THE PNEUMATICS WERE SHIFTED FROM THE","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁failed', '▁due', '▁to', '▁water', '▁in', '▁fuel', '▁system', '.', '▁aircraft', '▁out', '▁of', '▁annual', '.', '▁using', '▁auto', '▁fuel', '▁without', '▁', 'supplemental', '.', '</s>']",[]
2241,19960307003679I,"NARRATIVE: AIRCRAFT DEPARTED FORT SMITH, ARKANSAS. DURING GEAR RETRACTION, THE LANDING GEAR CIRCUIT BREAKER POPPED.","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁struck', '▁tree', '▁and', '▁nose', 'd', '▁over', '▁during', '▁emergency', '▁landing', '▁due', '▁to', '▁lack', '▁of', '▁engine', '▁response', '.', '▁primer', '▁in', '▁open', '▁position', '.', '</s>']",[]
2242,19960318020999I,"NARRATIVE: ON MARCH 18, 1996 AT 2215Z, AN ATR-72 (N27806) ON A FLIGHT FROM BROWNSVILLE TO HOUSTON INTERCONTINENTAL ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁during', '▁pre', 'f', 'light', '▁pilot', '▁failed', '▁to', '▁ensure', '▁nose', '▁baggage', '▁door', '▁was', '▁locked', '.', '▁suitcase', '▁fell', '▁from', '▁aircraft', '▁on', '▁climb', '.', '</s>']",[]
2243,19960322013629I,NARRATIVE: THE AIRCRAFT WAS BEING FERRIED FOR MAINTENANCE. THE GEAR BLOCKED DOWN AND THE NOSE BLOCK FELL OUT DURING,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁loss', '▁of', '▁power', '▁on', '▁take', 'off', '.', '▁aircraft', '▁turned', '▁over', '▁in', '▁snow', '▁covered', '▁field', '.', '▁moisture', '▁found', '▁in', '▁fuel', '▁system', '.', '</s>']",[]
2244,19960330009909I,NARRATIVE: DURING PREFLIGHT PILOT ADDED OIL AND SPILLED SOME. AFTER TAKEOFF PILOT REPORTED OIL SPLATTERED ON WINDSH,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁emergency', '▁landing', '▁after', '▁power', '▁loss', '▁during', '▁take', 'off', '.', '▁fuel', '▁primer', '▁found', '▁slightly', '▁pulled', '▁out', '.', '▁water', '▁found', '▁in', '▁fuel', '.', '</s>']",[]
2245,19960418007829A,CRASHED AND BURNED. (.4)WITNESSES REPORTED THAT AFTER DEPARTURE FROM A GRASS RUNWAY. THE AIRPLANE REACHED AN ALTITU,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁applied', '▁brake', 's', '▁on', '▁roll', 'out', '▁and', '▁aircraft', '▁went', '▁off', '▁side', '▁of', '▁runway', '.', '▁lack', '▁of', '▁brake', '▁fluid', '▁in', '▁reservoir', '.', '</s>']",[]
2246,19960418007859A,NOT ACCELERATING NORMAL. TRIED DUMP LOAD. MISSED. GOT AIRBORNE END RUNWAY. JUMPED CREEK. HIT BANK. FAILED USE FLAPS,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁attempted', '▁go', '▁around', '▁at', '▁high', '▁density', '▁al', 'titude', '▁with', '▁full', '▁flap', 's', '.', '▁', 'impacted', '▁ground', '▁off', '▁side', '▁of', '▁runway', '.', '</s>']",[]
2247,19960429046099A,"(.4)DURING FLIGHT, THE PILOT REPORTED SHUTTING DOWN THE LEFT ENGINE DUE TO A LOSS OF OIL PRESSURE. HE DECLARED AN E","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁struck', '▁trees', '▁and', '▁ground', '▁during', '▁emergency', '▁landing', '▁in', '▁the', '▁dark', '.', '▁oil', '▁dip', 'stick', '▁found', '▁in', '▁rear', '▁of', '▁engine', '▁compartment', '.', '</s>']","[[[6, 7], [22, 22]]]"
2248,19960508024399I,"NARRATIVE: ON MAY 8, 1996, WHILE ON A CLIMB ATTITUDE, N88CP EXPERIENCED A DEPARTURE OF THE MAIN PASSENGER ENTRANCE ","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁distracted', '▁by', '▁shifting', '▁baggage', '▁forgot', '▁to', '▁unlock', '▁brake', 's', '▁for', '▁landing', '.', '▁ran', '▁through', '▁ditch', '▁off', '▁side', '▁of', '▁runway', '.', '</s>']",[]
2249,19960526029729I,"NARRATIVE: AIRCRAFT DEPARTED FOR PARADROP OPERATION. AT ALTITUDE, JUMP DOOR WAS OPENED AND LATCHED. WHEN LAST JUMPE","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁chip', '▁detector', 's', '▁came', '▁on', '▁after', '▁take', 'off', '.', '▁auto', 'rot', 'ative', '▁hard', '▁landing', '.', '▁maintenance', '▁had', '▁disconnected', '▁torque', '▁sensors', '.', '</s>']",[]
2250,19960601021209I,"NARRATIVE: ON JUNE 1, 1996, APPROXIMATELY 0615 CDT FOLLOWING DEPARTURE FROM THE DENVER INTERNATIONAL AIRPORT, COMMA","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁touched', '▁down', '▁short', '▁of', '▁runway', '▁in', '▁fog', '▁after', '▁', 'ils', '▁', 'a', 'pro', 'ach', '▁without', '▁', 'operative', '▁glide', 's', 'lope', '.', '</s>']",[]
2251,19960603025369I,"NARRATIVE: ON AN IFR FLIGHT PLAN FROM CHICAGO, IL TO SAN ANTONIO, TX N898CB, A CESSNA 560, EXPERIENCED A RAPID LOSS","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁realized', '▁al', 'time', 'ter', '▁was', '▁in', 'operative', '▁after', '▁entering', '▁', 'if', 'r', '▁conditions', '.', '▁maintenance', '▁had', '▁tape', 'd', '▁static', '▁ports', '.', '</s>']",[]
2252,19960615014119A,STRUCK TREES ON TAKEOFF DUE PARTIAL POWER LOSS. POSSIBLE FUEL CONTAMINATION. NOT FUELED OR FLOW FOR 10 MONTHS.     ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁propel', 'ler', '▁blade', '▁showed', '▁fatigue', '▁crack', '▁through', '▁2', '/3', '▁of', '▁width', '▁before', '▁final', '▁failure', '.', '▁emergency', '▁landing', '▁made', '▁in', '▁pasture', '.', '</s>']",[]
2253,19960627028139I,"NARRATIVE: THE PILOT WAS GIVING FLIGHT INSTRUCTION. ON TAKE OFF ROLL AT CGE, THE PILOT PULLED BACK THE MIXTURE CONT","['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁engine', '▁lost', '▁power', '▁after', '▁take', 'off', '▁and', '▁crashed', '.', '▁water', '▁in', '▁', 'wing', '▁tanks', ',', '▁filter', '▁and', '▁in', '▁fuel', '▁line', '.', '</s>']","[[[2, 3], [16, 17]]]"
2254,19960706016419A,MAINTENANCE TEST. LOST POWER. AUTOROTATED. ROLLED LANDING.NR2 GOVERNOR CONTROL LEVER OFF.NR2 WORKED ON PRIOR FLIGHT,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁forced', '▁landing', '▁after', '▁engine', '▁quit', '▁on', '▁', 'ils', '▁approach', '▁due', '▁to', '▁fuel', '▁exhaust', 'i', 'on', '.', '▁gas', '▁cap', '▁was', '▁loose', '.', '</s>']","[[[11, 11], [17, 17]]]"
2255,19960720018909A,DESCENDING AFTER JUMPERS AWAY. ENGINE QUIT. HIT WIRE ON FORCED LANDING. NOSED OVER. CARB WORN OUT. ENGINE OVER TBO.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁started', '▁engine', '▁after', '▁maintenance', '▁on', '▁radar', '▁without', '▁checking', '▁gear', '▁switch', '.', '▁left', '▁gear', '▁', 're', 'tracted', '▁with', '▁select', 'or', '▁up', '.', '</s>']",[]
2256,19960723036239A,LOST POWER IN PATTERN. HIT EMBANKMENT LANDING. CLAIMS TAXI TEST NEWLY PURCHASED. AIRBORNE DUE GUST. SLUDGE IN FUEL.,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁fuel', '▁', 'leaking', '▁from', '▁left', '▁main', '▁tank', '▁noted', '▁in', '▁flight', '.', '▁diver', 'ted', '▁and', '▁after', '▁landing', '▁properly', '▁installed', '▁fuel', '▁cap', '.', '</s>']",[]
2257,19960916045449A,ENGINE QUIT ON CLIMBOUT. LANDED IN TREES. RUST DEBRIS AND WATER IN FUEL. ORIGINAL CARB. FLOW 438 HRS SINCE 1978.   ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁forward', '▁cargo', '▁door', '▁opened', '▁as', '▁aircraft', '▁took', '▁off', '.', '▁objects', '▁dropped', '▁out', '.', '▁returned', '.', '▁failed', '▁to', '▁see', '▁warning', '▁light', '.', '</s>']",[]
2258,19960920045619A,LOST POWER ON INITAL CLIMBOUT. REPORTED TOOK OFF CARB HEAT ON. RICH MIXTURE FOULED PLUGS. HIT DITCH LANDING.       ,"['▁core', 'ference', '▁resolution', ':', '<speaker>', '▁speaker', '1', '</speaker>', '▁pilot', '▁did', '▁not', '▁set', '▁trim', '▁before', '▁take', 'off', '▁and', '▁aircraft', '▁pitched', '▁nose', '▁up', '▁and', '▁', 'stal', 'led', '▁during', '▁lift', 'off', '.', '</s>']",[]
